,K55 CNC,Machine_Type,Total_Dim,Shift1_Sample_Taken,Shift1_OK_Count,Shift1_NG_Count,Shift1_Yield%,Shift1_NG_List,Shift2_Sample_Taken,Shift2_OK_Count,Shift2_NG_Count,Shift2_Yield%,Shift2_NG_List,Shift3_Sample_Taken,Shift3_OK_Count,Shift3_NG_Count,Shift3_Yield%,Shift3_NG_List
862,BM1L3C1F16,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
863,BM1L3C1F17,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
864,BM1L3C1F17,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
865,BM1L3C1F17,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
866,BM1L3C1F24,BU,33,0.0,0.0,0.0,0,0,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
867,BM1L3C1F24,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
868,BM1L3C1F24,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
869,BM1L3C1F25,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
870,BM1L3C1F27,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
871,BM1L3C1F27,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
872,BM1L3C1F27,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
873,BM1L3C1F29,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
874,BM1L3C1F29,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
875,BM1L3C1F29,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
876,BM1L3C1F30,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
877,BM1L3C1F30,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
878,BM1L3C1F30,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
879,BM1L3C1F31,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
880,BM1L3C1F31,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
881,BM1L3C1F32,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
882,BM1L3C1F32,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
883,BM1L3C1F32,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
884,BM1L3C1F34,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
885,BM1L3C1F34,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
886,BM1L3C1F34,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
887,BM1L3C1F4,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
888,BM1L3C1F4,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
889,BM1L3C1F4,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
890,BM1L3C1F40,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
891,BM1L3C1F40,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
892,BM1L3C1F40,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
893,BM1L3C1F47,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
894,BM1L3C1F47,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
895,BM1L3C1F47,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
896,BM1L3C1F5,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
897,BM1L3C1F5,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
898,BM1L3C1F5,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
899,BM1L3C1F7,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
900,BM1L3C1F7,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
901,BM1L3C1F7,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
902,BM1L3C1F9,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
903,BM1L3C1F9,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
904,BM1L3C1F9,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
905,BM1L4C1F12,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
906,BM1L4C1F12,LR,16,0.0,0.0,0.0,0,0,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
907,BM1L4C1F12,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
908,BM1L4C1F13,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
909,BM1L4C1F13,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
910,BM1L4C1F13,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
911,BM1L4C1F16,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
912,BM1L4C1F16,LR,16,0.0,0.0,0.0,0,0,26.0,25.0,1.0,96.2%,"('FAI0780',)",0.0,0.0,0.0,0,0
913,BM1L4C1F16,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
914,BM1L4C1F17,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
915,BM1L4C1F17,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
916,BM1L4C1F17,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
917,BM1L4C1F18,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P64',)",0.0,0.0,0.0,0,0
918,BM1L4C1F18,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
919,BM1L4C1F18,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
920,BM1L4C1F19,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
921,BM1L4C1F19,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
922,BM1L4C1F19,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
923,BM1L4C1F20,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
924,BM1L4C1F20,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
925,BM1L4C1F20,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
926,BM1L4C1F26,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
927,BM1L4C1F26,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
928,BM1L4C1F26,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
929,BM1L4C1F27,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
930,BM1L4C1F27,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
931,BM1L4C1F27,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
932,BM1L4C1F29,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
933,BM1L4C1F29,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
934,BM1L4C1F29,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
935,BM1L4C1F3,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
936,BM1L4C1F3,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
937,BM1L4C1F3,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
938,BM1L4C1F40,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
939,BM1L4C1F40,LR,16,0.0,0.0,0.0,0,0,26.0,25.0,1.0,96.2%,"('FAI0276',)",0.0,0.0,0.0,0,0
940,BM1L4C1F40,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
941,BM1L4C1F41,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
942,BM1L4C1F41,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
943,BM1L4C1F41,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
944,BM1L4C1F42,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
945,BM1L4C1F42,LR,16,0.0,0.0,0.0,0,0,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
946,BM1L4C1F42,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
947,BM1L4C1F43,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
948,BM1L4C1F43,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
949,BM1L4C1F43,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
950,BM1L4C1F44,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
951,BM1L4C1F44,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
952,BM1L4C1F44,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
953,BM1L4C1F45,BU,33,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('P66',)",0.0,0.0,0.0,0,0
954,BM1L4C1F45,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
955,BM1L4C1F5,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
956,BM1L4C1F5,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
957,BM1L4C1F5,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
958,BM1L4C1F8,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
959,BM1L4C1F8,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
960,BM2L1C1F01,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
961,BM2L1C1F01,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
962,BM2L1C1F01,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
963,BM2L1C1F02,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
964,BM2L1C1F02,LR,16,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('FAI0780',)",0.0,0.0,0.0,0,0
965,BM2L1C1F02,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
966,BM2L1C1F03,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
967,BM2L1C1F03,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
968,BM2L1C1F03,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
969,BM2L1C1F04,BU,33,0.0,0.0,0.0,0,0,57.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
970,BM2L1C1F04,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
971,BM2L1C1F04,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
972,BM2L1C1F05,BU,33,0.0,0.0,0.0,0,0,30.0,29.0,1.0,96.7%,"('P66',)",0.0,0.0,0.0,0,0
973,BM2L1C1F05,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
974,BM2L1C1F05,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
975,BM2L1C1F09,BU,33,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
976,BM2L1C1F09,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
977,BM2L1C1F09,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
978,BM2L1C1F11,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
979,BM2L1C1F11,LR,16,0.0,0.0,0.0,0,0,21.0,20.0,1.0,95.2%,"('FAI0288',)",0.0,0.0,0.0,0,0
980,BM2L1C1F11,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
981,BM2L1C1F13,BU,33,0.0,0.0,0.0,0,0,61.0,59.0,2.0,96.7%,"('P66', 'P63_2')",0.0,0.0,0.0,0,0
982,BM2L1C1F13,LR,16,0.0,0.0,0.0,0,0,43.0,42.0,1.0,97.7%,"('M130_2',)",0.0,0.0,0.0,0,0
983,BM2L1C1F13,RR,7,0.0,0.0,0.0,0,0,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
984,BM2L1C1F14,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
985,BM2L1C1F14,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
986,BM2L1C1F14,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
987,BM2L1C1F15,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
988,BM2L1C1F15,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
989,BM2L1C1F15,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
990,BM2L1C1F16,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
991,BM2L1C1F16,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
992,BM2L1C1F16,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
993,BM2L1C1F17,BU,33,0.0,0.0,0.0,0,0,31.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
994,BM2L1C1F17,LR,16,0.0,0.0,0.0,0,0,15.0,14.0,1.0,93.3%,"('M130_2',)",0.0,0.0,0.0,0,0
995,BM2L1C1F17,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
996,BM2L1C1F18,BU,33,0.0,0.0,0.0,0,0,46.0,45.0,1.0,97.8%,"('P63_4',)",0.0,0.0,0.0,0,0
997,BM2L1C1F18,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
998,BM2L1C1F18,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
999,BM2L1C1F19,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1000,BM2L1C1F19,LR,16,0.0,0.0,0.0,0,0,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1001,BM2L1C1F19,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
1002,BM2L1C1F20,BU,33,0.0,0.0,0.0,0,0,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1003,BM2L1C1F20,LR,16,0.0,0.0,0.0,0,0,17.0,16.0,1.0,94.1%,"('P83_1',)",0.0,0.0,0.0,0,0
1004,BM2L1C1F20,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
1005,BM2L1C1F21,BU,33,0.0,0.0,0.0,0,0,46.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1006,BM2L1C1F21,LR,16,0.0,0.0,0.0,0,0,41.0,39.0,2.0,95.1%,"('M130_2', 'FAI0780')",0.0,0.0,0.0,0,0
1007,BM2L1C1F21,RR,7,0.0,0.0,0.0,0,0,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
1008,BM2L1C1F22,BU,33,0.0,0.0,0.0,0,0,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1009,BM2L1C1F22,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1010,BM2L1C1F22,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
1011,BM2L1C1F23,BU,33,0.0,0.0,0.0,0,0,45.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1012,BM2L1C1F23,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1013,BM2L1C1F23,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
1014,BM2L1C1F24,BU,33,0.0,0.0,0.0,0,0,30.0,28.0,2.0,93.3%,"('P66', 'P66')",0.0,0.0,0.0,0,0
1015,BM2L1C1F24,LR,16,0.0,0.0,0.0,0,0,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1016,BM2L1C1F24,RR,7,0.0,0.0,0.0,0,0,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0
1017,BM2L1C1F25,BU,33,0.0,0.0,0.0,0,0,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
1018,BM2L1C1F25,LR,16,0.0,0.0,0.0,0,0,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0
