,K55 CNC,Machine_Type,Total_Dim,Shift1_Sample_Taken,Shift1_OK_Count,Shift1_NG_Count,Shift1_Yield%,Shift1_NG_List,Shift2_Sample_Taken,Shift2_OK_Count,Shift2_NG_Count,Shift2_Yield%,Shift2_NG_List,Shift3_Sample_Taken,Shift3_OK_Count,Shift3_NG_Count,Shift3_Yield%,Shift3_NG_List
425,BM1L4C1F4,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
426,BM1L4C1F4,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
427,BM1L4C1F4,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
428,BM1L4C1F43,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
429,BM1L4C1F43,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
430,BM1L4C1F43,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
431,BM1L4C1F44,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
432,BM1L4C1F44,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
433,BM1L4C1F44,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
434,BM1L4C1F45,BU,33,34.0,32.0,2.0,94.1%,"('P66', 'P66')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
435,BM1L4C1F45,LR,16,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
436,BM1L4C1F45,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
437,BM1L4C1F46,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
438,BM1L4C1F46,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
439,BM1L4C1F46,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
440,BM1L4C1F47,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
441,BM1L4C1F47,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
442,BM1L4C1F47,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
443,BM1L4C1F5,BU,33,30.0,27.0,3.0,90.0%,"('P64', 'FAI0358', 'FAI0367')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
444,BM1L4C1F5,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
445,BM1L4C1F5,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
446,BM1L4C1F6,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
447,BM1L4C1F6,LR,16,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
448,BM1L4C1F6,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
449,BM1L4C1F7,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
450,BM1L4C1F7,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
451,BM1L4C1F7,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
452,BM1L4C1F8,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
453,BM1L4C1F8,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
454,BM1L4C1F8,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
455,BM1L4C1F9,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
456,BM1L4C1F9,LR,16,13.0,12.0,1.0,92.3%,"('M130_1',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
457,BM1L4C1F9,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
458,BM2L1C1F01,BU,33,51.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
459,BM2L1C1F01,LR,16,43.0,42.0,1.0,97.7%,"('FAI0288',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
460,BM2L1C1F01,RR,7,21.0,0.0,21.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
461,BM2L1C1F02,BU,33,76.0,72.0,4.0,94.7%,"('P63_2', 'P63_1', 'P63_3', 'P63_4')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
462,BM2L1C1F02,LR,16,43.0,42.0,1.0,97.7%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
463,BM2L1C1F02,RR,7,21.0,0.0,21.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
464,BM2L1C1F03,BU,33,51.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
465,BM2L1C1F03,LR,16,41.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
466,BM2L1C1F03,RR,7,21.0,0.0,21.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
467,BM2L1C1F04,BU,33,80.0,78.0,2.0,97.5%,"('P63_3', 'P63_4')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
468,BM2L1C1F04,LR,16,43.0,42.0,1.0,97.7%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
469,BM2L1C1F04,RR,7,21.0,0.0,21.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
470,BM2L1C1F05,BU,33,42.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
471,BM2L1C1F05,LR,16,28.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
472,BM2L1C1F05,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
473,BM2L1C1F06,BU,33,57.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
474,BM2L1C1F06,LR,16,28.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
475,BM2L1C1F06,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
476,BM2L1C1F07,BU,33,42.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
477,BM2L1C1F07,LR,16,28.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
478,BM2L1C1F07,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
479,BM2L1C1F08,BU,33,51.0,50.0,1.0,98.0%,"('P66',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
480,BM2L1C1F08,LR,16,28.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
481,BM2L1C1F08,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
482,BM2L1C1F09,BU,33,57.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
483,BM2L1C1F09,LR,16,43.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
484,BM2L1C1F09,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
485,BM2L1C1F10,BU,33,58.0,56.0,2.0,96.6%,"('P63_3', 'P63_4')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
486,BM2L1C1F10,LR,16,30.0,27.0,3.0,90.0%,"('M130_2', 'FAI0276', 'FAI0780')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
487,BM2L1C1F10,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
488,BM2L1C1F11,BU,33,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
489,BM2L1C1F11,LR,16,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
490,BM2L1C1F11,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
491,BM2L1C1F12,BU,33,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
492,BM2L1C1F12,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
493,BM2L1C1F12,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
494,BM2L1C1F13,BU,33,100.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
495,BM2L1C1F13,LR,16,43.0,42.0,1.0,97.7%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
496,BM2L1C1F13,RR,7,21.0,0.0,21.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
497,BM2L1C1F14,BU,33,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
498,BM2L1C1F14,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
499,BM2L1C1F14,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
500,BM2L1C1F15,BU,33,85.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
501,BM2L1C1F15,LR,16,17.0,16.0,1.0,94.1%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
502,BM2L1C1F15,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
503,BM2L1C1F16,BU,33,51.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
504,BM2L1C1F16,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
505,BM2L1C1F16,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
506,BM2L1C1F17,BU,33,48.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
507,BM2L1C1F17,LR,16,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
508,BM2L1C1F17,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
509,BM2L1C1F18,BU,33,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
510,BM2L1C1F18,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
511,BM2L1C1F18,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
512,BM2L1C1F19,BU,33,46.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
513,BM2L1C1F19,LR,16,30.0,29.0,1.0,96.7%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
514,BM2L1C1F19,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
515,BM2L1C1F20,BU,33,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
516,BM2L1C1F20,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
517,BM2L1C1F20,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
518,BM2L1C1F21,BU,33,21.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
519,BM2L1C1F21,LR,16,17.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
520,BM2L1C1F21,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
521,BM2L1C1F22,BU,33,36.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
522,BM2L1C1F22,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
523,BM2L1C1F22,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
524,BM2L1C1F23,BU,33,31.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
525,BM2L1C1F23,LR,16,17.0,16.0,1.0,94.1%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
526,BM2L1C1F23,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
527,BM2L1C1F24,BU,33,40.0,39.0,1.0,97.5%,"('P66',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
528,BM2L1C1F24,LR,16,17.0,16.0,1.0,94.1%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
529,BM2L1C1F24,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
530,BM2L1C1F25,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
531,BM2L1C1F25,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
532,BM2L1C1F25,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
533,BM2L1C1F26,BU,33,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
534,BM2L1C1F26,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
535,BM2L1C1F26,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
536,BM2L1C1F27,BU,33,76.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
537,BM2L1C1F27,LR,16,15.0,14.0,1.0,93.3%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
538,BM2L1C1F27,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
539,BM2L1C1F28,BU,33,36.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
540,BM2L1C1F28,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
541,BM2L1C1F28,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
542,BM2L1C1F29,BU,33,64.0,63.0,1.0,98.4%,"('P66',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
543,BM2L1C1F29,LR,16,15.0,14.0,1.0,93.3%,"('M130_2',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
544,BM2L1C1F29,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
545,BM2L1C1F30,BU,33,21.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
546,BM2L1C1F30,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
547,BM2L1C1F30,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
548,BM2L1C1F31,BU,33,36.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
549,BM2L1C1F31,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
550,BM2L1C1F32,BU,33,27.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
551,BM2L1C1F32,LR,16,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
552,BM2L1C1F32,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
553,BM2L1C1F33,BU,33,103.0,102.0,1.0,99.0%,"('P63_4',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
554,BM2L1C1F33,LR,16,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
555,BM2L1C1F33,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
556,BM2L1C1F34,BU,33,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
557,BM2L1C1F34,LR,16,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
558,BM2L1C1F34,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
559,BM2L1C1F35,BU,33,30.0,29.0,1.0,96.7%,"('P66',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
560,BM2L1C1F35,LR,16,26.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
561,BM2L1C1F35,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
562,BM2L1C1F36,BU,33,30.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
563,BM2L1C1F36,LR,16,26.0,25.0,1.0,96.2%,"('FAI0276',)",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
564,BM2L1C1F36,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
565,BM2L1C1F37,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
566,BM2L1C1F37,LR,16,13.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
567,BM2L1C1F37,RR,7,14.0,0.0,14.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
568,BM2L1C1F39,BU,33,42.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
569,BM2L1C1F39,LR,16,28.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
570,BM2L1C1F39,RR,7,7.0,0.0,7.0,0.0%,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
571,BM2L1C1F40,BU,33,15.0,0.0,0.0,0.0%,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
